epoch,train_loss,train_acc,train_macro_f1,train_weighted_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1
1,1.072346453357225,0.413372808251942,0.27533368090880445,0.30467694114208516,1.0541362595641315,0.44540310214273116,0.2950987831419325,0.34200048891446194
2,1.069260811289378,0.4163433721220487,0.28987838293347856,0.3167528054210457,1.0505348936329333,0.44606804087337665,0.27897869422615357,0.3316825503071795
3,1.0686536065529884,0.4172632822592595,0.2936511666334289,0.3198746504636607,1.050719371784253,0.44750647976007923,0.2908495273581201,0.3365376731787021
4,1.068295840518131,0.41767599869919736,0.2976488116451513,0.32338356234838783,1.049874417003494,0.44860837822800614,0.29465386488456313,0.34057512296396764
5,1.0678931812419221,0.41809766561614586,0.3010312354541953,0.3263007750721061,1.0491141232424293,0.4487060835108765,0.2709086633017151,0.32516025946620547
