epoch,train_loss,train_acc,train_macro_f1,train_weighted_f1,val_loss,val_acc,val_macro_f1,val_weighted_f1
1,1.0730576830766574,0.4129392073656459,0.2662387687953376,0.2972593704046556,1.052296667072404,0.44208383656077405,0.2765937573146984,0.33042511141953335
2,1.0683291853859211,0.4182577797048928,0.3003560181981961,0.3260523063024973,1.0502471630537458,0.44651314271756387,0.2702143487006901,0.3254975505501675
3,1.0667237268710317,0.4199921832500773,0.31070859768722714,0.33520176853833905,1.053875122068889,0.4425696489394906,0.2823171336639639,0.33315392028193974
4,1.0648565869336135,0.42174249875439196,0.31821034280476446,0.34192666526896415,1.059315525790321,0.43916896228847485,0.3150789446258134,0.35714618196009024
5,1.0623388143627948,0.42438090047765714,0.33313516764983214,0.3555205759580319,1.0596599048115554,0.4346256666350029,0.28184014500207644,0.3368746706046037
